genero,municipio_de_nacimiento,pais,municipio_direccion,barrio_direccion,estrato,estado_civil,eps,zona,nivel_de_formacion,ocupacion,medio_de_transporte,estado,fecha_de_matricula,jornada,programa,periodo,nivel,edad,periodo_era_mt,anio_periodo,semestre_periodo,estrato_imputado,transporte_imputado,anio_matricula,mes_matricula,desercion
Femenino,Medellín,Colombia,Envigado,La Mina,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,A pie,Inactivo,2020-07-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Masculino,Boston,Colombia,Envigado,Alcalá,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Automóvil,Inactivo,2020-07-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,Medellín,Colombia,Envigado,Uribe Ángel,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Empleado,Transporte público,Sancionado,2017-06-20 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2017-2,SEMESTRE 1,28,0,2017,2,0,0,2017.0,6.0,1.0
Femenino,Medellín,Colombia,Envigado,La Mina,2,Soltero(a),EPS Sura,Rural,Básica secundaria,Desempleado,Transporte público,Graduado,2016-05-26 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2017-2,SEMESTRE 2,28,0,2017,2,0,0,2016.0,5.0,0.0
Masculino,,Colombia,Envigado,La Mina,2,Soltero(a),,Urbana,Media,Desempleado,Transporte público,Graduado,2015-03-10 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-2,SEMESTRE 2,24,0,2015,2,0,0,2015.0,3.0,0.0
Femenino,Envigado,Colombia,Envigado,Uribe Ángel,2,Soltero(a),EPS Sura,Urbana,Pregrado,Desempleado,A pie,Graduado,2017-06-22 10:00:00,DIURNA,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2018-1,SEMESTRE 2,21,0,2018,1,0,0,2017.0,6.0,0.0
Femenino,Medellín,Colombia,Envigado,La Sebastiana,2,Unión libre,EPS Sura,Urbana,Media,Empleado,Transporte público,Graduado,2017-06-22 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2019-1,SEMESTRE 2,32,0,2019,1,0,0,2017.0,6.0,0.0
Femenino,,Colombia,Envigado,La Mina,2,Soltero(a),EPS Sura,Urbana,Media,Desempleado,Transporte público,Inactivo,2021-08-05 10:00:00,NOCHE,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,2021-2,SEMESTRE 1,39,0,2021,2,0,0,2021.0,8.0,0.0
Femenino,Itagui,Colombia,Sabaneta,San Joaquin,3,Unión libre,EPS Sura,Urbana,Pregrado,Empleado,Transporte público,Inactivo,2015-06-25 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2017-1,SEMESTRE 2,30,0,2017,1,0,0,2015.0,6.0,1.0
Femenino,Valencia,Colombia,Envigado,Uribe Ángel,3,Unión libre,Colsanitas,Urbana,Media,Independiente,A pie,Activo,2019-11-29 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2021-1,SEMESTRE 2,21,0,2021,1,0,0,2019.0,11.0,0.0
Femenino,Envigado,Colombia,Envigado,El Chinguí,2,Unión libre,Suramericana,Urbana,Media,Empleado,Transporte público,Aplazamiento Semestre,2020-01-28 10:00:00,NOCHE,02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL,2020-1,SEMESTRE 1,39,0,2020,1,0,0,2020.0,1.0,1.0
Masculino,Caldas,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Media,,Transporte público,Sancionado,2016-07-12 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2017-1,SEMESTRE 1,43,0,2017,1,0,1,2016.0,7.0,1.0
Femenino,,Colombia,Medellín,,2,Soltero(a),Sanitas EPS,Urbana,,Estudiante básica,Transporte público,Cancelado,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,18,1,2020,2,0,0,2020.0,7.0,1.0
Femenino,Envigado,Colombia,Envigado,Las Antillas,2,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Graduado,2018-01-10 10:00:00,NOCHE,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2018-2,SEMESTRE 2,25,0,2018,2,0,0,2018.0,1.0,0.0
Masculino,Itagui,Colombia,Envigado,,3,Soltero(a),,Urbana,Media,Empleado,Transporte público,Graduado,2015-02-03 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2015-2,SEMESTRE 2,26,0,2015,2,0,1,2015.0,2.0,0.0
Femenino,Medellín,Colombia,Envigado,Las Flores,3,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Graduado,2019-05-23 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2020-1,SEMESTRE 2,35,0,2020,1,0,0,2019.0,5.0,0.0
Femenino,Envigado,Colombia,Envigado,El Salado,1,Viudo(a),Savia Salud,Urbana,Básica secundaria,Desempleado,A pie,Graduado,2020-08-06 10:00:00,NOCHE,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,2020-2,SEMESTRE 1,59,0,2020,2,0,0,2020.0,8.0,0.0
Masculino,Medellín,Colombia,Envigado,Barrio Mesa,2,Soltero(a),Cafesalud  EPS,Urbana,Pregrado,Desempleado,A pie,Graduado,2016-06-09 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2017-2,SEMESTRE 2,32,0,2017,2,0,0,2016.0,6.0,0.0
Femenino,Itagui,Colombia,Envigado,Los Naranjos,3,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,Transporte público,Graduado,2020-01-30 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2020-2,SEMESTRE 2,22,0,2020,2,0,0,2020.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,Uribe Ángel,2,Soltero(a),,Urbana,Media,Estudiante superior,Moto,Inactivo,2018-01-18 10:00:00,DIURNA,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2018-2,SEMESTRE 2,35,0,2018,2,0,0,2018.0,1.0,1.0
Femenino,Medellín,Colombia,Medellín,,2,,,,,,Transporte público,Inactivo,2016-11-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,2016-1,ONCE,22,0,2016,1,1,1,2016.0,11.0,1.0
Femenino,Caldas,Colombia,Envigado,Primavera,3,Unión libre,Colsanitas,Urbana,Media,Estudiante superior,Transporte público,Sancionado,2016-05-05 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2017-1,SEMESTRE 1,32,0,2017,1,0,1,2016.0,5.0,1.0
Femenino,Urrao,Colombia,Envigado,San Rafael,2,Unión libre,SISBEN,Urbana,Media,Empleado,Transporte público,Graduado,2018-05-23 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2019-1,SEMESTRE 2,42,0,2019,1,0,0,2018.0,5.0,0.0
Masculino,Medellín,Colombia,Medellín,,2,Soltero(a),SISBEN,Urbana,Básica secundaria,Estudiante básica,A pie,Graduado,2017-01-12 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2017-2,SEMESTRE 2,22,0,2017,2,0,0,2017.0,1.0,0.0
Masculino,Itagui,Colombia,Envigado,La Mina,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Empleado,A pie,Activo,2021-07-29 10:00:00,NOCHE,14T-TÉCNICO LABORAL EN CONTABILIDAD,2022-1,SEMESTRE 2,22,0,2022,1,0,0,2021.0,7.0,0.0
Masculino,Envigado,Colombia,Envigado,El Esmeraldal,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2015-02-03 10:00:00,DIURNA,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2015-2,SEMESTRE 2,25,0,2015,2,0,1,2015.0,2.0,1.0
Masculino,Medellín,Colombia,Medellín,San Javier,2,Soltero(a),Coomeva EPS,Urbana,Media,Estudiante superior,Transporte público,Graduado,2020-02-05 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2021-1,SEMESTRE 2,21,0,2021,1,0,0,2020.0,2.0,0.0
Femenino,Envigado,Colombia,Envigado,La Sebastiana,2,Soltero(a),,Urbana,Media,Estudiante superior,A pie,Graduado,2019-06-14 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2020-1,SEMESTRE 2,21,0,2020,1,0,0,2019.0,6.0,0.0
Masculino,Envigado,Colombia,Envigado,El Dorado,3,Separado(a),SISBEN,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2019-07-16 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2021-2,SEMESTRE 2,31,0,2021,2,0,0,2019.0,7.0,1.0
Femenino,Envigado,Colombia,Envigado,San Rafael,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Estudiante básica,A pie,Graduado,2018-01-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,2018-1,DÉCIMO,19,1,2018,1,0,0,2018.0,1.0,0.0
Femenino,Venezuela,Colombia,Envigado,Las Orquídeas,1,Soltero(a),Savia Salud,Urbana - rural,Media,Independiente,Transporte público,Sin estado,,NOCHE,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,,,18,0,,,0,0,,,
Masculino,Medellín,Colombia,Envigado,La Magnolia,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante básica,Transporte público,Sin estado,,MEDIA TÉCNICA,MEDIA TÉCNICA MECÁNICA MOTOS,,,23,0,,,0,1,,,
Masculino,Bello,Colombia,Bello,Niquia,3,Soltero(a),,Urbana - rural,Media,Estudiante superior,Transporte público,Graduado,2015-02-03 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2015-2,SEMESTRE 2,24,0,2015,2,0,1,2015.0,2.0,0.0
Masculino,Jericó,Colombia,Envigado,La Sebastiana,2,Soltero(a),,Urbana,Media,Desempleado,Transporte público,Inactivo,2015-02-02 10:00:00,NOCHE,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,2015-2,SEMESTRE 2,24,0,2015,2,0,0,2015.0,2.0,1.0
Masculino,Itagui,Colombia,Envigado,Alcalá,3,Soltero(a),,Urbana,Media,Desempleado,A pie,Graduado,2017-06-12 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2018-2,SEMESTRE 2,29,0,2018,2,0,0,2017.0,6.0,0.0
Femenino,Envigado,Colombia,Envigado,San José,3,Soltero(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Graduado,2018-06-18 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2019-1,SEMESTRE 2,24,0,2019,1,0,0,2018.0,6.0,0.0
Femenino,Medellín,Colombia,Envigado,San José,2,Soltero(a),EPS Sura,Urbana,,,Transporte público,Inactivo,2020-07-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,18,1,2020,2,0,0,2020.0,7.0,0.0
Masculino,Envigado,Colombia,Envigado,Alto De Misael,2,Soltero(a),Savia Salud,Urbana,Media,Estudiante superior,A pie,Graduado,2019-05-09 10:00:00,DIURNA,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2020-1,SEMESTRE 2,19,0,2020,1,0,0,2019.0,5.0,0.0
Femenino,Caracas,Colombia,Medellín,San Lucas,3,Soltero(a),,Urbana,,Estudiante básica,Transporte público,Activo,2020-07-31 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,17,1,2021,2,0,0,2020.0,7.0,0.0
Masculino,Medellín,Colombia,Envigado,Los Naranjos,3,Unión libre,EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2019-01-15 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2020-2,SEMESTRE 2,28,0,2020,2,0,0,2019.0,1.0,1.0
Masculino,,Colombia,Envigado,La Mina,3,Unión libre,Salud Total EPS,Urbana,Media,Empleado,Automóvil,Aplazamiento Semestre,2020-08-28 10:00:00,NOCHE,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,2020-2,SEMESTRE 1,52,0,2020,2,0,0,2020.0,8.0,0.0
Masculino,Medellín,Colombia,Medellín,,2,Soltero(a),EPS Sura,Urbana,Media,Independiente,A pie,Cancelado,2017-01-11 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2017-1,SEMESTRE 1,23,0,2017,1,0,0,2017.0,1.0,1.0
Masculino,Medellín,Colombia,Envigado,La Sebastiana,2,Soltero(a),Coomeva EPS,Urbana,Media,Empleado,Moto,Inactivo,2017-11-01 10:00:00,NOCHE,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),2018-2,SEMESTRE 2,34,0,2018,2,0,0,2017.0,11.0,1.0
Femenino,,Colombia,Envigado,Barrio Mesa,3,Unión libre,Cruz Blanca  EPS,Urbana,Media,Independiente,Moto,Graduado,2017-07-14 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2018-2,SEMESTRE 2,50,0,2018,2,0,0,2017.0,7.0,0.0
Femenino,Santo Tomás,Colombia,Envigado,Los Naranjos,3,Unión libre,Salud Total EPS,Urbana,Media,Empleado,Transporte público,Activo,2021-01-28 10:00:00,NOCHE,14T-TÉCNICO LABORAL EN CONTABILIDAD,2021-2,SEMESTRE 2,25,0,2021,2,0,0,2021.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,La Paz,3,Soltero(a),EPS Sura,Urbana - rural,,Estudiante básica,Automóvil,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,Medellín,Colombia,Envigado,Alcalá,3,Unión libre,Policía Nacional,Urbana,Media,Desempleado,A pie,Activo,2021-02-02 10:00:00,NOCHE,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,2021-2,SEMESTRE 2,32,0,2021,2,0,0,2021.0,2.0,0.0
Masculino,Medellín,Colombia,Medellín,La Milagrosa,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2018-12-11 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2019-2,SEMESTRE 2,29,0,2019,2,0,0,2018.0,12.0,0.0
Masculino,Envigado,Colombia,Envigado,,3,Soltero(a),Salud Total EPS,Urbana,,Estudiante básica,Bicicleta,Inactivo,2021-08-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,18,1,2021,2,0,0,2021.0,8.0,0.0
Masculino,Medellín,Colombia,Envigado,Villagrande,4,Soltero(a),Cafesalud  EPS,Urbana,Básica secundaria,Desempleado,Transporte público,Cancelado,2017-05-17 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2019-1,SEMESTRE 2,25,0,2019,1,0,0,2017.0,5.0,1.0
Femenino,Bucaramanga,Colombia,Medellín,Boston,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Moto,Inactivo,2018-01-19 10:00:00,NOCHE,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2018-2,SEMESTRE 2,32,0,2018,2,0,0,2018.0,1.0,1.0
Femenino,,Colombia,Envigado,La Paz,3,,,,,,Transporte público,Inactivo,2019-05-22 10:00:00,NOCHE,CURSO EXTENSIÓN WORD,2019-1,SEMESTRE 1,60,0,2019,1,1,1,2019.0,5.0,1.0
Masculino,Tolú Viejo,Colombia,Envigado,Alcalá,3,Soltero(a),Colsanitas,Urbana,Media,Independiente,Transporte público,Graduado,2019-07-22 10:00:00,NOCHE,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2020-1,SEMESTRE 2,35,0,2020,1,0,0,2019.0,7.0,0.0
Masculino,,Colombia,Envigado,Alto De Misael,2,,,,,,Transporte público,Inactivo,2019-05-22 10:00:00,NOCHE,CURSO EXTENSIÓN EXCEL,2019-1,SEMESTRE 1,40,0,2019,1,1,1,2019.0,5.0,1.0
Masculino,Envigado,Colombia,Envigado,La Sebastiana,2,Soltero(a),EPS Sura,Urbana,Media,Empleado,A pie,Graduado,2016-05-11 10:00:00,NOCHE,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2017-2,SEMESTRE 2,28,0,2017,2,0,0,2016.0,5.0,0.0
Masculino,Medellín,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Media,Empleado,Moto,Inactivo,2016-06-16 10:00:00,NOCHE,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2017-1,SEMESTRE 2,27,0,2017,1,0,0,2016.0,6.0,1.0
Femenino,Itagui,Colombia,Envigado,Las Flores,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2019-01-16 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2019-1,SEMESTRE 1,21,0,2019,1,0,0,2019.0,1.0,1.0
Masculino,Envigado,Colombia,Envigado,El Dorado,3,Soltero(a),EPS Sura,Urbana,Media,Independiente,Bicicleta,Graduado,2019-11-29 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2021-1,SEMESTRE 2,30,0,2021,1,0,0,2019.0,11.0,0.0
Femenino,Envigado,Colombia,Envigado,San Rafael,2,Soltero(a),Salud Total EPS,Urbana,,Estudiante básica,A pie,Inactivo,2021-08-23 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,17,1,2021,2,0,0,2021.0,8.0,0.0
Femenino,,Colombia,Envigado,San Rafael,2,Casado(a),EPS Sura,Urbana,Básica secundaria,Desempleado,Transporte público,Inactivo,2017-06-01 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2021-2,SEMESTRE 2,28,0,2021,2,0,0,2017.0,6.0,1.0
Femenino,,Colombia,Envigado,,3,Soltero(a),,Urbana,Media,Independiente,Transporte público,Activo,2022-02-17 10:00:00,NOCHE,18T-TÉCNICO LABORAL EN GASTRONOMÍA,2022-1,SEMESTRE 1,59,0,2022,1,0,0,2022.0,2.0,0.0
Femenino,Caldas,Colombia,Envigado,El Dorado,3,Casado(a),EPS Sura,Urbana,Media,Empleado,A pie,Inactivo,2016-12-22 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2017-2,SEMESTRE 2,52,0,2017,2,0,0,2016.0,12.0,1.0
Femenino,Envigado,Colombia,Envigado,Las Flores,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Activo,2022-01-21 10:00:00,NOCHE,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,2022-1,SEMESTRE 1,19,0,2022,1,0,0,2022.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,Uribe Ángel,2,Soltero(a),Coomeva EPS,Urbana,Media,Empleado,Transporte público,Graduado,2018-06-26 10:00:00,NOCHE,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2020-1,SEMESTRE 2,24,0,2020,1,0,0,2018.0,6.0,0.0
Femenino,Bello,Colombia,Envigado,San José,3,Soltero(a),Suramericana,Urbana,Media,Independiente,Transporte público,Inactivo,2018-06-08 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2019-1,SEMESTRE 2,27,0,2019,1,0,0,2018.0,6.0,1.0
Femenino,Medellín,Colombia,Envigado,Loma Del Barro,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Desempleado,Transporte público,Inactivo,2021-07-31 10:00:00,NOCHE,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,2021-2,SEMESTRE 1,37,0,2021,2,0,0,2021.0,7.0,0.0
Femenino,Envigado,Colombia,Envigado,Alcalá,3,Soltero(a),EPS Sura,Urbana,Media,Empleado,A pie,Inactivo,2016-05-03 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2017-1,SEMESTRE 2,53,0,2017,1,0,0,2016.0,5.0,1.0
Masculino,Envigado,Colombia,Envigado,La Mina,3,Soltero(a),Coomeva EPS,Urbana,Básica secundaria,Estudiante básica,Automóvil,Inactivo,2021-09-09 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,15,1,2021,2,0,0,2021.0,9.0,0.0
Femenino,Valparaíso,Colombia,Envigado,El Trianón,3,,,,,,Transporte público,Graduado,2016-08-17 10:00:00,DIURNA,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,2017-1,SEMESTRE 2,59,0,2017,1,1,1,2016.0,8.0,0.0
Masculino,Medellín,Colombia,Medellín,,5,Soltero(a),Coomeva EPS,Urbana,Media,Estudiante superior,Transporte público,Graduado,2017-12-07 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2018-2,SEMESTRE 2,22,0,2018,2,0,0,2017.0,12.0,0.0
Masculino,Envigado,Colombia,Envigado,Barrio Mesa,2,Soltero(a),Comfenalco valle E.P.S.,Rural,Media,Desempleado,Transporte público,Activo,2021-08-03 10:00:00,NOCHE,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,2022-1,SEMESTRE 2,18,0,2022,1,0,0,2021.0,8.0,0.0
Femenino,Acandí,Colombia,Envigado,Alcalá,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2015-08-03 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2016-1,SEMESTRE 2,47,0,2016,1,0,0,2015.0,8.0,0.0
Femenino,Itagui,Colombia,Envigado,San José,2,Casado(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Graduado,2016-05-11 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2017-1,SEMESTRE 2,32,0,2017,1,0,0,2016.0,5.0,0.0
Femenino,Medellín,Colombia,Envigado,La Paz,3,,,,,,Transporte público,Activo,2020-10-26 10:00:00,DIURNA,EXTENSIÓN WORD AVANZADO VIRTUAL,2020-2,SEMESTRE 1,54,0,2020,2,1,1,2020.0,10.0,0.0
Femenino,Envigado,Colombia,Envigado,La Mina,3,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,A pie,Inactivo,2016-08-08 10:00:00,NOCHE,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2017-1,SEMESTRE 2,25,0,2017,1,0,0,2016.0,8.0,1.0
Masculino,Itagui,Colombia,Sabaneta,El Carmelo II,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante básica,Transporte público,Inactivo,2021-09-23 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,15,1,2021,2,0,0,2021.0,9.0,0.0
Femenino,Itagui,Colombia,Envigado,San Rafael,2,,,Urbana,,,Transporte público,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,,,,,3,,,,,,Transporte público,Activo,2015-07-09 10:00:00,NOCHE,EXT GASTRONOMÍA,2015-2,SEMESTRE 1,47,0,2015,2,1,1,2015.0,7.0,0.0
Femenino,Medellín,Colombia,Envigado,Zona Centro,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Activo,2021-02-12 10:00:00,DIURNA,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,2021-2,SEMESTRE 2,20,0,2021,2,0,0,2021.0,2.0,0.0
Masculino,Medellín,Colombia,Medellín,,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Estudiante básica,A pie,Inactivo,2020-03-10 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA MECÁNICA MOTOS,2021-1,ONCE,18,1,2021,1,0,0,2020.0,3.0,1.0
Masculino,Itagui,Colombia,Envigado,San José,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Graduado,2020-01-29 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2021-1,SEMESTRE 2,26,0,2021,1,0,0,2020.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,San Rafael,3,Casado(a),Suramericana,Urbana,Media,Empleado,Moto,Graduado,2020-08-21 10:00:00,NOCHE,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,2021-1,SEMESTRE 2,43,0,2021,1,0,0,2020.0,8.0,0.0
Masculino,,Colombia,Envigado,Barrio Mesa,2,Casado(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2019-01-17 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2019-2,SEMESTRE 2,41,0,2019,2,0,0,2019.0,1.0,0.0
