genero,municipio_de_nacimiento,pais,municipio_direccion,barrio_direccion,estrato,estado_civil,eps,zona,nivel_de_formacion,ocupacion,medio_de_transporte,estado,fecha_de_matricula,jornada,programa,periodo,nivel,edad,periodo_era_mt,anio_periodo,semestre_periodo,estrato_imputado,transporte_imputado,anio_matricula,mes_matricula,desercion
Masculino,Medellín,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Otro,Inactivo,2019-07-23 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2019-2,SEMESTRE 1,31,0,2019,2,0,0,2019.0,7.0,1.0
Masculino,Itagui,Colombia,Envigado,San José,4,Soltero(a),Nueva Promotora de Salud - Nueva EPS,Urbana,Media,Estudiante básica,Transporte público,Sin estado,,MEDIA TÉCNICA,MEDIA TÉCNICA MECÁNICA MOTOS,,,22,0,,,0,1,,,
Masculino,Envigado,Colombia,Envigado,Primavera,2,Soltero(a),EPS Sura,Rural,Media,Desempleado,A pie,Activo,2021-02-04 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2021-2,SEMESTRE 2,19,0,2021,2,0,0,2021.0,2.0,0.0
Masculino,Envigado,Colombia,Envigado,Barrio Mesa,3,Soltero(a),Coomeva EPS,Urbana,Básica secundaria,Estudiante básica,Transporte público,Inactivo,2021-08-20 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,15,1,2021,2,0,0,2021.0,8.0,0.0
Masculino,Envigado,Colombia,Envigado,San Rafael,2,,,Urbana,Básica secundaria,Estudiante superior,Transporte público,Desertor,2018-01-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,2018-1,DÉCIMO,19,1,2018,1,0,1,2018.0,1.0,1.0
Femenino,Venezuela,Colombia,Envigado,La Mina,3,Soltero(a),,Urbana,Media,Desempleado,Transporte público,Sin estado,,DIURNA,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,,,54,0,,,0,0,,,
Femenino,,Colombia,Envigado,El Salado,2,Soltero(a),EPS Sura,Urbana - rural,Media,Empleado,Moto,Graduado,2017-05-10 10:00:00,NOCHE,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2018-2,SEMESTRE 2,30,0,2018,2,0,0,2017.0,5.0,0.0
Femenino,Envigado,Colombia,Envigado,La Paz,3,Soltero(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Cancelado,2018-01-26 10:00:00,NOCHE,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2018-1,SEMESTRE 1,33,0,2018,1,0,0,2018.0,1.0,1.0
Masculino,Envigado,Colombia,Envigado,El Dorado,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Empleado,Transporte público,Graduado,2018-12-14 10:00:00,NOCHE,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),2019-2,SEMESTRE 2,32,0,2019,2,0,0,2018.0,12.0,0.0
Masculino,Medellín,Colombia,Envigado,Las Flores,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante básica,Transporte público,Inactivo,2018-02-02 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA MECÁNICA MOTOS,2016-1,ONCE,24,1,2016,1,0,1,2018.0,2.0,1.0
Masculino,Bello,Colombia,Envigado,Uribe Ángel,2,Soltero(a),EPS Sura,Urbana,Pregrado,Estudiante superior,Transporte público,Graduado,2016-11-17 10:00:00,DIURNA,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2018-1,SEMESTRE 2,24,0,2018,1,0,0,2016.0,11.0,0.0
Masculino,Caucasia,Colombia,Envigado,El Trianón,3,Soltero(a),Coomeva EPS,Urbana,Básica secundaria,Estudiante básica,A pie,Activo,2020-08-11 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2021-1,SEMESTRE 1,17,0,2021,1,0,0,2020.0,8.0,0.0
Masculino,Medellín,Colombia,Envigado,Las Flores,2,Soltero(a),Nueva Promotora de Salud - Nueva EPS,Urbana - rural,Básica secundaria,Desempleado,A pie,Graduado,2018-02-07 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2019-1,SEMESTRE 2,20,0,2019,1,0,0,2018.0,2.0,0.0
Femenino,Medellín,Colombia,Envigado,San Rafael,2,Soltero(a),EPS Sura,Rural,Básica secundaria,Desempleado,A pie,Inactivo,2016-05-06 10:00:00,DIURNA,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2017-1,SEMESTRE 2,24,0,2017,1,0,0,2016.0,5.0,1.0
Femenino,Envigado,Colombia,Envigado,La Mina,2,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Moto,Inactivo,2021-09-09 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,15,1,2021,2,0,0,2021.0,9.0,0.0
Masculino,Medellín,Colombia,Envigado,Los Naranjos,3,Soltero(a),Salud Total EPS,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2020-01-20 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2020-1,SEMESTRE 1,38,0,2020,1,0,0,2020.0,1.0,1.0
Femenino,Cali,Colombia,Envigado,La Mina,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Automóvil,Activo,2021-09-09 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,16,1,2021,2,0,0,2021.0,9.0,0.0
Masculino,Montería,Colombia,Envigado,La Magnolia,3,Soltero(a),SISBEN,Urbana,Media,Empleado,Moto,Inactivo,2018-05-11 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2019-1,SEMESTRE 2,38,0,2019,1,0,0,2018.0,5.0,1.0
Femenino,Itagui,Colombia,Envigado,,3,,,,,,Transporte público,Activo,2020-11-11 10:00:00,DIURNA,EXTENSIÓN - BIOSEGURIDAD,2020-2,SEMESTRE 1,35,0,2020,2,1,1,2020.0,11.0,0.0
Masculino,Neira,Colombia,Envigado,Barrio Obrero,3,Unión libre,EPS Sura,Urbana,Media,Empleado,Transporte público,Graduado,2015-06-30 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2015-2,SEMESTRE 2,37,0,2015,2,0,1,2015.0,6.0,0.0
Femenino,Medellín,Colombia,Envigado,Alto De Misael,2,Divorciado(a),EPS Sura,Urbana,Básica secundaria,Empleado,A pie,Activo,2021-07-31 10:00:00,NOCHE,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,2022-1,SEMESTRE 2,41,0,2022,1,0,0,2021.0,7.0,0.0
Femenino,Medellín,Colombia,Itagui,El Rosario,1,Soltero(a),SISBEN,Urbana,Media,Empleado,Transporte público,Graduado,2015-02-03 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2015-2,SEMESTRE 2,27,0,2015,2,0,1,2015.0,2.0,0.0
Femenino,Medellín,Colombia,Envigado,El Dorado,3,Casado(a),Sanitas EPS,Urbana,Media,Estudiante superior,Transporte público,Graduado,2015-07-13 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2016-1,SEMESTRE 2,43,0,2016,1,0,0,2015.0,7.0,0.0
Femenino,Medellín,Colombia,Itagui,Villa Paula,3,Soltero(a),Salud Total EPS,Urbana,,Estudiante básica,Transporte público,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,17,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,Envigado,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Empleado,Transporte público,Sancionado,2016-05-10 10:00:00,DIURNA,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2017-1,SEMESTRE 1,25,0,2017,1,0,1,2016.0,5.0,1.0
Masculino,New York,Colombia,Medellín,San Antonio De Prado,2,Soltero(a),,Urbana,Pregrado,Estudiante superior,Transporte público,Inactivo,2015-02-03 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2015-2,SEMESTRE 2,26,0,2015,2,0,1,2015.0,2.0,1.0
Femenino,Medellín,Colombia,Envigado,El Trianón,3,Soltero(a),Suramericana,Urbana,Media,Independiente,Transporte público,Activo,2022-01-21 10:00:00,NOCHE,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,2022-1,SEMESTRE 1,27,0,2022,1,0,0,2022.0,1.0,0.0
Masculino,Liborina,Colombia,Itagui,,3,Casado(a),,Rural,Media,Empleado,Transporte público,Inactivo,2015-02-02 10:00:00,NOCHE,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,2015-1,SEMESTRE 1,34,0,2015,1,0,0,2015.0,2.0,1.0
Femenino,Venezuela,Colombia,Envigado,La Sebastiana,3,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Graduado,2019-05-21 10:00:00,NOCHE,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2020-1,SEMESTRE 2,23,0,2020,1,0,0,2019.0,5.0,0.0
Masculino,Caracas,Colombia,Envigado,La Magnolia,3,,,,,,Transporte público,Activo,2020-09-30 10:00:00,DIURNA,EXTENSIÓN - BIOSEGURIDAD,2020-2,SEMESTRE 1,32,0,2020,2,1,1,2020.0,9.0,0.0
Masculino,Itagui,Colombia,Envigado,El Salado,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Desempleado,Transporte público,Inactivo,2017-01-19 10:00:00,DIURNA,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2017-1,SEMESTRE 1,21,0,2017,1,0,0,2017.0,1.0,1.0
Masculino,Quibdó,Colombia,Envigado,Alcalá,3,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2015-02-03 10:00:00,DIURNA,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2015-2,SEMESTRE 2,23,0,2015,2,0,1,2015.0,2.0,1.0
Masculino,Envigado,Colombia,Envigado,La Paz,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Transporte público,Inactivo,2021-09-27 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,14,1,2021,2,0,0,2021.0,9.0,0.0
Masculino,Caracas,Colombia,Envigado,Loma De Las Brujas,5,Soltero(a),EPS Sura,Rural,,Estudiante básica,Automóvil,Activo,2021-09-06 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,15,1,2021,2,0,0,2021.0,9.0,0.0
Masculino,Armenia,Colombia,Envigado,Alto De Misael,3,Casado(a),Suramericana,Urbana,Media,Empleado,Moto,Inactivo,2018-05-16 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2018-2,SEMESTRE 1,33,0,2018,2,0,0,2018.0,5.0,1.0
Masculino,Rionegro,Colombia,Envigado,Las Flores,2,Soltero(a),Salud Total EPS,Urbana,Media,Empleado,Transporte público,Sancionado,2019-07-23 10:00:00,NOCHE,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2020-1,SEMESTRE 2,28,0,2020,1,0,0,2019.0,7.0,1.0
Femenino,Yolombó,Colombia,Envigado,San Rafael,2,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2015-07-23 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2015-2,SEMESTRE 1,29,0,2015,2,0,1,2015.0,7.0,1.0
Masculino,,Colombia,Envigado,El Dorado,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Desempleado,A pie,Graduado,2017-05-09 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2019-1,SEMESTRE 2,24,0,2019,1,0,0,2017.0,5.0,0.0
Masculino,Granada,Colombia,Medellín,Campo Valdés 1,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Moto,Inactivo,2015-12-09 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2016-2,SEMESTRE 2,27,0,2016,2,0,0,2015.0,12.0,1.0
Masculino,Medellín,Colombia,Envigado,Vereda - El Escobero,5,Soltero(a),,Urbana,Media,Empleado,Transporte público,Cancelado,2018-07-09 10:00:00,DIURNA,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2018-2,SEMESTRE 1,25,0,2018,2,0,0,2018.0,7.0,1.0
Masculino,Medellín,Colombia,Envigado,San José,2,Unión libre,EPS Sura,Urbana,Media,Empleado,Transporte público,Cancelado,2015-06-17 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2015-2,SEMESTRE 1,32,0,2015,2,0,1,2015.0,6.0,1.0
Masculino,Caldas,Colombia,Envigado,El Trianón,3,Soltero(a),Coomeva EPS,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2020-01-10 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2020-2,SEMESTRE 2,25,0,2020,2,0,0,2020.0,1.0,1.0
Masculino,Medellín,Colombia,Envigado,La Magnolia,3,Soltero(a),EPS Sura,Urbana,,Desempleado,A pie,Cancelado,2021-01-29 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2021-1,SEMESTRE 1,23,0,2021,1,0,0,2021.0,1.0,1.0
Masculino,Anorí,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2020-12-03 10:00:00,DIURNA,EXTENSIÓN - BIOSEGURIDAD,2020-2,SEMESTRE 1,22,0,2020,2,0,0,2020.0,12.0,0.0
Masculino,Envigado,Colombia,Envigado,Milán-vallejuelos,4,Soltero(a),EPS Sura,Urbana,,Estudiante básica,A pie,Cancelado,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,17,1,2020,2,0,0,2020.0,7.0,1.0
Femenino,Medellín,Colombia,Envigado,La Mina,3,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,Transporte público,Sancionado,2016-12-20 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2017-2,SEMESTRE 2,23,0,2017,2,0,0,2016.0,12.0,1.0
Masculino,Restrepo,Colombia,Envigado,San José,3,Casado(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Graduado,2019-12-16 10:00:00,NOCHE,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),2020-2,SEMESTRE 2,52,0,2020,2,0,0,2019.0,12.0,0.0
Masculino,Medellín,Colombia,Envigado,El Salado,2,Soltero(a),Asociación de Cabildos Indígenas del Cesar,Rural,Media,Independiente,Transporte público,Sancionado,2021-02-15 10:00:00,NOCHE,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,2021-1,SEMESTRE 1,23,0,2021,1,0,0,2021.0,2.0,1.0
Masculino,Envigado,Colombia,Envigado,El Salado,3,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Graduado,2015-03-26 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2015-2,SEMESTRE 2,24,0,2015,2,0,1,2015.0,3.0,0.0
Femenino,Medellín,Colombia,Envigado,La Mina,2,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2018-01-18 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2020-1,SEMESTRE 2,32,0,2020,1,0,0,2018.0,1.0,1.0
Masculino,Envigado,Colombia,Envigado,El Trianón,3,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,A pie,Inactivo,2017-01-18 10:00:00,DIURNA,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2019-1,SEMESTRE 2,28,0,2019,1,0,0,2017.0,1.0,1.0
Masculino,Medellín,Colombia,Sabaneta,Sabaneta,3,Soltero(a),Salud Total EPS,Rural,Básica secundaria,Desempleado,Transporte público,Inactivo,2016-05-17 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2016-2,SEMESTRE 1,26,0,2016,2,0,1,2016.0,5.0,1.0
Femenino,Itagui,Colombia,Envigado,La Magnolia,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante básica,Automóvil,Inactivo,2016-01-28 10:00:00,NOCHE,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2016-2,SEMESTRE 2,36,0,2016,2,0,0,2016.0,1.0,1.0
Masculino,Medellín,Colombia,Medellín,Guayabal,3,Soltero(a),EPS Sura,Rural,Media,Empleado,Transporte público,Inactivo,2016-12-22 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2017-1,SEMESTRE 1,33,0,2017,1,0,0,2016.0,12.0,1.0
Femenino,Salgar,Colombia,Envigado,Alcalá,3,Soltero(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Graduado,2020-01-24 10:00:00,NOCHE,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2020-2,SEMESTRE 2,38,0,2020,2,0,0,2020.0,1.0,0.0
Femenino,Envigado,Colombia,Envigado,La Mina,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Inactivo,2019-05-29 10:00:00,NOCHE,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,2019-2,SEMESTRE 1,25,0,2019,2,0,0,2019.0,5.0,1.0
Masculino,Cali,Colombia,Envigado,,3,,EPS Sura,Urbana - rural,,Estudiante básica,A pie,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,17,1,2020,2,0,0,2020.0,7.0,0.0
Masculino,Itagui,Colombia,Envigado,Alto De Misael,1,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,Transporte público,Graduado,2015-07-17 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2016-1,SEMESTRE 2,29,0,2016,1,0,1,2015.0,7.0,0.0
Femenino,Envigado,Colombia,Envigado,Uribe Ángel,2,Unión libre,EPS Sura,Urbana,Pregrado,Estudiante superior,A pie,Graduado,2016-07-17 10:00:00,NOCHE,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2016-2,SEMESTRE 1,37,0,2016,2,0,0,2016.0,7.0,0.0
Masculino,Envigado,Colombia,Envigado,El Salado,2,Soltero(a),SISBEN,Rural,Básica secundaria,Desempleado,Transporte público,Inactivo,2021-01-29 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2021-2,SEMESTRE 2,21,0,2021,2,0,0,2021.0,1.0,0.0
Femenino,Envigado,Colombia,Envigado,Barrio Mesa,3,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,A pie,Graduado,2016-06-09 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2018-1,SEMESTRE 2,28,0,2018,1,0,0,2016.0,6.0,0.0
Masculino,Cartagena,Colombia,Envigado,La Mina,3,Soltero(a),,Urbana,Media,Desempleado,A pie,Graduado,2018-07-06 10:00:00,NOCHE,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2019-1,SEMESTRE 2,21,0,2019,1,0,0,2018.0,7.0,0.0
Femenino,Medellín,Colombia,Envigado,San José,2,Casado(a),,Urbana,Básica secundaria,Desempleado,Transporte público,Sancionado,2017-06-05 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2018-1,SEMESTRE 1,30,0,2018,1,0,0,2017.0,6.0,1.0
Masculino,Medellín,Colombia,Envigado,La Sebastiana,2,Casado(a),Nueva Promotora de Salud - Nueva EPS,Urbana,Media,Estudiante superior,Transporte público,Graduado,2019-01-11 10:00:00,NOCHE,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),2019-2,SEMESTRE 2,34,0,2019,2,0,0,2019.0,1.0,0.0
Masculino,Envigado,Colombia,Envigado,Alto De Misael,2,Soltero(a),EPS Sura,Rural,Básica secundaria,Estudiante superior,Transporte público,Graduado,2018-01-30 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA MERCADEO Y VENTAS,2018-1,DÉCIMO,19,1,2018,1,0,0,2018.0,1.0,0.0
Femenino,Medellín,Colombia,Medellín,,3,Soltero(a),Salud Total EPS,Urbana,,Estudiante básica,Automóvil,Inactivo,2020-07-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,Envigado,Colombia,Envigado,El Dorado,3,,,,,,Transporte público,Activo,2020-09-23 10:00:00,DIURNA,EXTENSIÓN HERRAMIENTAS TICS MEDIO,2020-2,SEMESTRE 1,51,0,2020,2,1,1,2020.0,9.0,0.0
Masculino,,Colombia,Envigado,,3,,,,,,Transporte público,Activo,2021-11-23 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,16,1,2021,2,1,1,2021.0,11.0,0.0
Femenino,Cartagena,Colombia,Envigado,La Mina,3,Casado(a),Policía Nacional,Urbana,Media,Estudiante superior,Otro,Graduado,2019-01-21 10:00:00,NOCHE,02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL,2019-2,SEMESTRE 2,55,0,2019,2,0,0,2019.0,1.0,0.0
Femenino,Itagui,Colombia,Envigado,,5,Soltero(a),SISBEN,Urbana,Pregrado,,Transporte público,Inactivo,2015-02-03 10:00:00,DIURNA,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2015-2,SEMESTRE 2,26,0,2015,2,0,1,2015.0,2.0,1.0
Masculino,Angelópolis,Colombia,Envigado,Barrio Mesa,3,Soltero(a),Sanitas EPS,Urbana,Media,Estudiante superior,Transporte público,Sancionado,2020-01-28 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2020-1,SEMESTRE 1,21,0,2020,1,0,0,2020.0,1.0,1.0
Masculino,Itagui,Colombia,Envigado,Alcalá,3,Soltero(a),EPS Sura,Urbana,,Empleado,Transporte público,Sancionado,2021-08-02 10:00:00,NOCHE,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,2021-2,SEMESTRE 1,35,0,2021,2,0,0,2021.0,8.0,1.0
Femenino,Itagui,Colombia,Envigado,Loma Del Barro,3,Soltero(a),Nueva Promotora de Salud - Nueva EPS,Urbana,Media,Independiente,A pie,Activo,2022-02-04 10:00:00,NOCHE,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,2022-1,SEMESTRE 1,20,0,2022,1,0,0,2022.0,2.0,0.0
Masculino,Envigado,Colombia,Envigado,La Mina,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2019-01-30 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2019-2,SEMESTRE 2,29,0,2019,2,0,0,2019.0,1.0,0.0
Masculino,Puerto Berrío,Colombia,Medellín,Florencia,2,Soltero(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Inactivo,2015-07-17 10:00:00,NOCHE,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2016-1,SEMESTRE 2,29,0,2016,1,1,1,2015.0,7.0,1.0
Masculino,Envigado,Colombia,Envigado,La Paz,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Automóvil,Inactivo,2021-11-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,15,1,2021,2,0,0,2021.0,11.0,0.0
Femenino,Medellín,Colombia,Envigado,San Rafael,2,Separado(a),Salud Total EPS,Urbana,Básica secundaria,Independiente,Transporte público,Aplazamiento Semestre,2020-08-18 10:00:00,NOCHE,14T-TÉCNICO LABORAL EN CONTABILIDAD,2020-2,SEMESTRE 1,42,0,2020,2,0,0,2020.0,8.0,0.0
Masculino,Itagui,Colombia,Envigado,La Mina,2,Soltero(a),MEDIMAS,Urbana,Media,Estudiante superior,Transporte público,Activo,2022-01-20 10:00:00,DIURNA,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,2022-1,SEMESTRE 1,22,0,2022,1,0,0,2022.0,1.0,0.0
Masculino,Peñol,Colombia,Envigado,El Salado,1,Soltero(a),Savia Salud,Rural,Media,Estudiante básica,Transporte público,Inactivo,2020-08-21 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2021-1,SEMESTRE 2,20,0,2021,1,0,0,2020.0,8.0,0.0
Masculino,,Colombia,Envigado,Zona Centro,3,Soltero(a),,Urbana,Media,Estudiante superior,A pie,Inactivo,2021-01-31 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2021-2,SEMESTRE 2,45,0,2021,2,0,0,2021.0,1.0,0.0
Femenino,Aguadas,Colombia,Envigado,San José,3,Soltero(a),MEDIMAS,Urbana,Media,Desempleado,Transporte público,Inactivo,2020-01-22 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2020-2,SEMESTRE 2,24,0,2020,2,0,0,2020.0,1.0,1.0
Femenino,Medellín,Colombia,Medellín,Belén,2,Soltero(a),Savia Salud,Urbana,,Estudiante básica,Transporte público,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
