genero,edad,programa,jornada,ocupacion,eps,municipio_direccion,riesgo_%,prioridad,perfil
Femenino,56,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,43.0,Media,Perfil 1
Femenino,56,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,43.0,Media,Perfil 1
Femenino,56,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,43.0,Media,Perfil 1
Femenino,18,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Empleado,EPS Sura,Envigado,43.0,Media,Perfil 1
Femenino,60,EXTENSION HERRAMIENTAS TICS,DIURNA,Sin registro,Sin registro,Envigado,43.0,Media,Perfil 2
Femenino,35,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,Savia Salud,Envigado,43.0,Media,Perfil 1
Femenino,54,EXTENSION HERRAMIENTAS TICS,DIURNA,Sin registro,Sin registro,Envigado,43.0,Media,Perfil 1
Femenino,54,EXTENSIÓN EXCEL AVANZADO,DIURNA,Sin registro,Sin registro,Envigado,43.0,Media,Perfil 1
Femenino,54,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,43.0,Media,Perfil 1
Femenino,42,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Empleado,EPS Sura,Envigado,42.9,Media,Perfil 1
Masculino,32,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,EPS Sura,Envigado,42.9,Media,Perfil 1
Femenino,29,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Empleado,EPS Sura,Envigado,42.9,Media,Perfil 1
Femenino,30,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,DIURNA,Empleado,EPS Sura,Envigado,42.9,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA EN PANADERIA Y REPOSTERIA 2025,MEDIA TÉCNICA,Estudiante superior,EPS Sura,Itagui,42.9,Media,Perfil 1
Femenino,17,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,DIURNA,Desempleado,EPS Sura,Envigado,42.9,Media,Perfil 1
Femenino,19,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Estudiante básica,Nueva Promotora de Salud - Nueva EPS,Envigado,42.9,Media,Perfil 1
Femenino,34,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Desempleado,EPS Sura,Envigado,42.9,Media,Perfil 1
Femenino,26,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,EPS Sura,Envigado,42.9,Media,Perfil 1
Femenino,51,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Desempleado,EPS Sura,Envigado,42.9,Media,Perfil 1
Femenino,57,EXTENSION HERRAMIENTAS TICS,DIURNA,Sin registro,Sin registro,Envigado,42.9,Media,Perfil 2
Femenino,57,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,42.9,Media,Perfil 1
Femenino,57,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,42.9,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,Policía Nacional,Envigado,42.9,Media,Perfil 2
Femenino,58,EXTENSIÓN COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,DIURNA,Sin registro,Sin registro,Envigado,42.9,Media,Perfil 1
Femenino,59,EXTENSION HERRAMIENTAS TICS,DIURNA,Sin registro,Sin registro,Envigado,42.9,Media,Perfil 2
Femenino,58,EXTENSIÓN HERRAMIENTAS TICS Y COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,DIURNA,Sin registro,Sin registro,Envigado,42.9,Media,Perfil 1
Femenino,59,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,42.9,Media,Perfil 2
Femenino,58,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,42.9,Media,Perfil 2
Femenino,59,EXTENSION HERRAMIENTAS TICS,DIURNA,Sin registro,Sin registro,Envigado,42.9,Media,Perfil 2
Femenino,43,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Independiente,EPS Sura,Envigado,42.9,Media,Perfil 1
Femenino,22,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,DIURNA,Empleado,Suramericana,Envigado,42.9,Media,Perfil 1
Femenino,26,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Empleado,EPS Sura,Envigado,42.9,Media,Perfil 1
Femenino,22,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,Savia Salud,Envigado,42.8,Media,Perfil 1
Femenino,44,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Empleado,EPS Sura,Envigado,42.8,Media,Perfil 1
Femenino,29,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Desempleado,EPS Sura,Envigado,42.8,Media,Perfil 1
Femenino,15,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,Savia Salud,Envigado,42.8,Media,Perfil 2
Masculino,30,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),NOCHE,Empleado,EPS Sura,Envigado,42.8,Media,Perfil 1
Femenino,36,EXTENSIÓN HERRAMIENTAS TICS MEDIO,DIURNA,Sin registro,Sin registro,Bello,42.8,Media,Perfil 1
Femenino,42,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,COOSALUD EPS,Envigado,42.8,Media,Perfil 1
Femenino,28,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,EPS Sura,Envigado,42.7,Media,Perfil 1
Femenino,28,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,42.7,Media,Perfil 2
Femenino,19,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,EPS Sura,Envigado,42.7,Media,Perfil 2
Femenino,17,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Desempleado,EPS Sura,Envigado,42.7,Media,Perfil 1
Femenino,18,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Desempleado,EPS Sura,Envigado,42.7,Media,Perfil 2
Femenino,15,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,SISBEN V2 - Nivel 1,Envigado,42.7,Media,Perfil 2
Femenino,25,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,42.7,Media,Perfil 2
Femenino,17,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Estudiante básica,EPS Sura,Envigado,42.7,Media,Perfil 1
Masculino,20,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Empleado,EPS Sura,Sabaneta,42.7,Media,Perfil 1
Femenino,33,EXTENSION HERRAMIENTAS TICS,DIURNA,Sin registro,Sin registro,Itagui,42.7,Media,Perfil 1
Femenino,27,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,EPS Sura,Envigado,42.7,Media,Perfil 1
Femenino,42,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Caldas,42.7,Media,Perfil 2
Femenino,34,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,EPS Sura,Envigado,42.7,Media,Perfil 1
Masculino,39,CURSO EXTENSIÓN EXCEL,NOCHE,Sin registro,Sin registro,Medellín,42.7,Media,Perfil 1
Femenino,27,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,EPS Sura,Envigado,42.7,Media,Perfil 1
Femenino,26,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Empleado,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,36,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Empleado,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,32,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.6,Media,Perfil 1
Masculino,52,EXTENSIÓN COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,DIURNA,Sin registro,Sin registro,Itagui,42.6,Media,Perfil 2
Masculino,52,EXTENSIÓN HERRAMIENTAS TICS Y COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,DIURNA,Sin registro,Sin registro,Itagui,42.6,Media,Perfil 1
Masculino,39,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Empleado,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,Sin registro,Envigado,42.6,Media,Perfil 1
Femenino,17,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,14,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,46,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Desempleado,Suramericana,Envigado,42.6,Media,Perfil 1
Femenino,36,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Itagui,42.6,Media,Perfil 1
Femenino,22,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Desempleado,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,18,06-VTécnico Laboral en Asistente Community Manager y Redes Sociales (50% Modalidad Distancia),DIURNA,Independiente,EPS Sura,Envigado,42.6,Media,Perfil 2
Femenino,40,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,42.6,Media,Perfil 1
Femenino,40,EXTENSIÓN HERRAMIENTAS TICS MEDIO,DIURNA,Sin registro,Sin registro,Envigado,42.6,Media,Perfil 1
Femenino,28,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Desempleado,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,28,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,NOCHE,Desempleado,EPS Sura,Envigado,42.6,Media,Perfil 1
Femenino,25,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,Salud Total EPS,Envigado,42.6,Media,Perfil 1
Femenino,36,06-VTécnico Laboral en Asistente Community Manager y Redes Sociales (50% Modalidad Distancia),DIURNA,Estudiante superior,EPS Sura,Envigado,42.5,Media,Perfil 1
Femenino,42,EXTENSIÓN EXCEL AVANZADO,DIURNA,Empleado,EPS Sura,Envigado,42.5,Media,Perfil 2
Femenino,42,06-VTécnico Laboral en Asistente Community Manager y Redes Sociales (50% Modalidad Distancia),DIURNA,Independiente,EPS Sura,Envigado,42.5,Media,Perfil 2
Femenino,30,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,EPS Sura,Envigado,42.5,Media,Perfil 2
Femenino,15,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Desempleado,EPS Sura,Envigado,42.5,Media,Perfil 1
Femenino,19,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Desempleado,EPS Sura,Envigado,42.5,Media,Perfil 1
Femenino,27,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Empleado,EPS Sura,Envigado,42.5,Media,Perfil 2
Femenino,40,06-VTécnico Laboral en Asistente Community Manager y Redes Sociales (50% Modalidad Distancia),DIURNA,Desempleado,EPS Sura,Envigado,42.5,Media,Perfil 2
Femenino,17,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,Nueva Promotora de Salud - Nueva EPS,Envigado,42.5,Media,Perfil 1
Femenino,16,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.5,Media,Perfil 2
Femenino,29,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Estudiante superior,EPS Sura,Envigado,42.5,Media,Perfil 2
Femenino,19,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Estudiante básica,EPS Sura,Envigado,42.5,Media,Perfil 1
Femenino,30,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,42.4,Media,Perfil 2
Femenino,19,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Empleado,Coomeva EPS,Medellín,42.4,Media,Perfil 1
Masculino,53,EXTENSIÓN INDUCCION Q10,TARDE,Sin registro,Sin registro,Envigado,42.4,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA EN PANADERIA Y REPOSTERIA 2025,MEDIA TÉCNICA,Estudiante superior,EPS Sura,Envigado,42.4,Media,Perfil 1
Femenino,49,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,NOCHE,Desempleado,EPS Sura,Envigado,42.4,Media,Perfil 1
Masculino,19,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Empleado,EPS Sura,Envigado,42.4,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.4,Media,Perfil 1
Masculino,56,EXTENSIÓN EXCEL AVANZADO,DIURNA,Sin registro,Sin registro,Sabaneta,42.4,Media,Perfil 1
Masculino,56,EXTENSIÓN WORD AVANZADO VIRTUAL,DIURNA,Sin registro,Sin registro,Sabaneta,42.4,Media,Perfil 2
Masculino,56,EXTENSIÓN - OFFICE 365 VIRTUAL,DIURNA,Sin registro,Sin registro,Sabaneta,42.4,Media,Perfil 1
Femenino,49,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Independiente,EPS Sura,Envigado,42.4,Media,Perfil 2
Femenino,48,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Empleado,EPS Sura,Medellín,42.4,Media,Perfil 1
Femenino,36,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,Nueva Promotora de Salud - Nueva EPS,Envigado,42.4,Media,Perfil 2
Masculino,38,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Empleado,EPS Sura,Envigado,42.4,Media,Perfil 2
Femenino,51,EXTENSION HERRAMIENTAS TICS,DIURNA,Sin registro,Sin registro,Envigado,42.4,Media,Perfil 1
Femenino,24,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Empleado,EPS Sura,Envigado,42.4,Media,Perfil 1
Femenino,59,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Empleado,EPS Sura,Envigado,42.4,Media,Perfil 2
Femenino,51,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Sin registro,Sin registro,Envigado,42.4,Media,Perfil 1
Femenino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.4,Media,Perfil 2
Femenino,14,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.4,Media,Perfil 2
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.4,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.4,Media,Perfil 1
Femenino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.4,Media,Perfil 1
Femenino,14,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.4,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA EN PANADERIA Y REPOSTERIA 2025,MEDIA TÉCNICA,Estudiante superior,EPS Sura,Envigado,42.3,Media,Perfil 2
Femenino,14,MEDIA TECNICA EN TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,MEDIA TÉCNICA,Estudiante básica,Sanitas EPS,Envigado,42.3,Media,Perfil 1
Femenino,16,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante superior,EPS Sura,Envigado,42.3,Media,Perfil 1
Femenino,36,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Independiente,EPS Sura,Envigado,42.3,Media,Perfil 1
Femenino,41,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,42.3,Media,Perfil 1
Femenino,41,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,42.3,Media,Perfil 1
Femenino,41,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,42.3,Media,Perfil 2
Femenino,45,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Independiente,EPS Sura,Envigado,42.3,Media,Perfil 2
Femenino,26,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Estudiante superior,EPS Sura,Envigado,42.3,Media,Perfil 1
Femenino,26,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Empleado,EPS Sura,Envigado,42.3,Media,Perfil 1
Femenino,18,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Estudiante superior,EPS Sura,Envigado,42.3,Media,Perfil 2
Masculino,41,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Estudiante superior,EPS Sura,Envigado,42.3,Media,Perfil 1
Femenino,27,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Desempleado,EPS Sura,Envigado,42.2,Media,Perfil 2
Femenino,32,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Desempleado,Suramericana,Envigado,42.2,Media,Perfil 1
Femenino,14,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Sabaneta,42.2,Media,Perfil 1
Masculino,33,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Empleado,EPS Sura,Envigado,42.2,Media,Perfil 1
Femenino,18,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Estudiante básica,EPS Sura,Envigado,42.2,Media,Perfil 2
Masculino,18,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,NOCHE,Estudiante superior,Fuerzas Militares,Envigado,42.2,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Itagui,42.1,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.1,Media,Perfil 1
Femenino,30,01-V- TÉCNICO LABORAL EN MARKETING DIGITAL A DISTANCIA,NOCHE,Empleado,SISBEN V2 - Nivel 1,Envigado,42.1,Media,Perfil 1
Femenino,26,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,EPS Sura,Envigado,42.1,Media,Perfil 1
Femenino,42,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,42.1,Media,Perfil 2
Femenino,42,EXTENSION HERRAMIENTAS TICS,DIURNA,Sin registro,Sin registro,Envigado,42.1,Media,Perfil 1
Femenino,42,EXTENSIÓN HERRAMIENTAS TICS MEDIO,DIURNA,Sin registro,Sin registro,Envigado,42.1,Media,Perfil 1
Femenino,42,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,42.1,Media,Perfil 2
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,42.1,Media,Perfil 1
Femenino,28,37 - TÉCNICO POR COMPETENCIAS ASISTENTE EN ENTRENAMIENTO FÍSICO Y DEPORTIVO,DIURNA,Desempleado,EPS Sura,Envigado,42.1,Media,Perfil 1
Femenino,35,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,NOCHE,Desempleado,EPS Sura,Envigado,42.1,Media,Perfil 2
Femenino,48,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Estudiante superior,EPS Sura,Envigado,42.1,Media,Perfil 1
Femenino,19,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,NOCHE,Empleado,Salud Total EPS,Envigado,42.1,Media,Perfil 2
Femenino,14,MEDIA TÉCNICA EN PANADERIA Y REPOSTERIA 2025,MEDIA TÉCNICA,Estudiante básica,Salud Total EPS,Envigado,42.1,Media,Perfil 2
Masculino,20,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Desempleado,Salud Total EPS,Envigado,42.1,Media,Perfil 2
Femenino,64,EXT - COCINA BÁSICA,NOCHE,Sin registro,Sin registro,Envigado,42.0,Media,Perfil 1
Femenino,63,EXT - COCINA BÁSICA,NOCHE,Sin registro,Sin registro,Envigado,42.0,Media,Perfil 1
Femenino,34,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Desempleado,EPS Sura,Envigado,42.0,Media,Perfil 1
Masculino,32,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Desempleado,Nueva Promotora de Salud - Nueva EPS,Envigado,42.0,Media,Perfil 1
Femenino,18,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Estudiante superior,EPS Sura,Envigado,42.0,Media,Perfil 2
Femenino,21,06-VTécnico Laboral en Asistente Community Manager y Redes Sociales (50% Modalidad Distancia),DIURNA,Estudiante básica,EPS Sura,Envigado,42.0,Media,Perfil 2
Femenino,40,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,EPS Sura,Envigado,42.0,Media,Perfil 2
Femenino,43,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Desempleado,Sanitas EPS,Envigado,42.0,Media,Perfil 1
Femenino,16,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,Suramericana,Envigado,42.0,Media,Perfil 1
Femenino,23,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,EPS Sura,Envigado,42.0,Media,Perfil 2
Femenino,30,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Independiente,EPS Sura,Envigado,41.9,Media,Perfil 2
Femenino,43,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Desempleado,SISBEN,Envigado,41.9,Media,Perfil 1
Femenino,37,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Desempleado,EPS Sura,Envigado,41.9,Media,Perfil 2
Femenino,56,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,41.9,Media,Perfil 1
Masculino,34,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Empleado,EPS Sura,Envigado,41.9,Media,Perfil 2
Femenino,36,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Desempleado,EPS Sura,Envigado,41.9,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,Salud Total EPS,Envigado,41.9,Media,Perfil 2
Femenino,34,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Desempleado,EPS Sura,Envigado,41.9,Media,Perfil 2
Femenino,25,02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL,NOCHE,Empleado,EPS Sura,Envigado,41.9,Media,Perfil 1
Femenino,15,MEDIA TECNICA EN TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,MEDIA TÉCNICA,Estudiante superior,EPS Sura,Envigado,41.9,Media,Perfil 1
Femenino,19,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Desempleado,EPS Sura,Envigado,41.9,Media,Perfil 1
Femenino,29,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,EPS Sura,Envigado,41.9,Media,Perfil 2
Femenino,26,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Independiente,EPS Sura,Envigado,41.9,Media,Perfil 2
Femenino,20,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,DIURNA,Desempleado,EPS Sura,Envigado,41.9,Media,Perfil 1
Femenino,47,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,NOCHE,Empleado,Salud Total EPS,Envigado,41.9,Media,Perfil 1
